HideoutNPCsKey,Order,AddMod,Cost_BaseItemTypesKeys,Cost_Values,RequiredLevel,Name,CraftingBenchCustomAction,ItemClassesKeys,Links,SocketColours,Sockets,ItemQuantity,Unknown0,Description,IsDisabled,IsAreaOption,RecipeIds,Tier,CraftingItemClassCategoriesKeys,MaximumMapTier,CraftingBenchUnlockCategoriesKey,UnveilsRequired,UnveilsRequired2,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,AddEnchantment,SortCategory,Unknown9,Unknown10
"<3, 0>",83,"<16951, 0>","[<13, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[109],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<94, 0>",True
"<3, 0>",84,"<16945, 0>","[<11, 0>]",[6],0,,7,[],0,,0,0,[],,False,False,[168],1,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<94, 0>",True
"<3, 0>",85,"<16947, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[169],2,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<94, 0>",True
"<3, 0>",86,"<16948, 0>","[<13, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[109],3,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<94, 0>",True
"<3, 0>",87,"<16956, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[170],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<133, 0>",True
"<3, 0>",88,"<16957, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[171],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<133, 0>",True
"<3, 0>",89,"<16958, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[172],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<133, 0>",True
"<3, 0>",90,"<16953, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[170],1,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<133, 0>",True
"<3, 0>",91,"<16954, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[171],2,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<133, 0>",True
"<3, 0>",92,"<16955, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[172],3,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<133, 0>",True
"<3, 0>",93,"<16959, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[170],1,"[<9, 0>, <10, 0>, <0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<131, 0>",True
"<3, 0>",94,"<16960, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[171],2,"[<9, 0>, <10, 0>, <0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<131, 0>",True
"<3, 0>",95,"<16964, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[173],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<139, 0>",True
"<3, 0>",96,"<16965, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[174],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<139, 0>",True
"<3, 0>",97,"<16966, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[175],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<139, 0>",True
"<3, 0>",98,"<16961, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[173],1,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<139, 0>",True
"<3, 0>",99,"<16962, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[174],2,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<139, 0>",True
"<3, 0>",100,"<16963, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[175],3,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<139, 0>",True
"<3, 0>",101,"<16967, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[173],1,"[<9, 0>, <10, 0>, <0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<137, 0>",True
"<3, 0>",102,"<16968, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[174],2,"[<9, 0>, <10, 0>, <0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<137, 0>",True
"<3, 0>",103,"<16972, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[176],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<145, 0>",True
"<3, 0>",104,"<16973, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[178],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<145, 0>",True
"<3, 0>",105,"<16974, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[179],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<145, 0>",True
"<3, 0>",106,"<16969, 0>","[<11, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[176],1,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<145, 0>",True
"<3, 0>",107,"<16970, 0>","[<11, 0>]",[8],0,,7,[],0,,0,0,[],,False,False,[178],2,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<145, 0>",True
"<3, 0>",108,"<16971, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[179],3,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<145, 0>",True
"<3, 0>",109,"<16975, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[176],1,"[<9, 0>, <10, 0>, <0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<143, 0>",True
"<3, 0>",110,"<16976, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[178],2,"[<9, 0>, <10, 0>, <0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<143, 0>",True
"<3, 0>",111,"<16980, 0>","[<7, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[180],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<149, 0>",True
"<3, 0>",112,"<16981, 0>","[<7, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[181],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<149, 0>",True
"<3, 0>",113,"<16982, 0>","[<14, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[182],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<149, 0>",True
"<3, 0>",114,"<16977, 0>","[<7, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[180],1,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<149, 0>",True
"<3, 0>",115,"<16978, 0>","[<7, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[181],2,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<149, 0>",True
"<3, 0>",116,"<16979, 0>","[<14, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[182],3,"[<0, 0>, <2, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<149, 0>",True
"<3, 0>",117,"<16983, 0>","[<7, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[180],1,"[<9, 0>, <10, 0>, <0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1745, 0>",True
"<3, 0>",118,"<16984, 0>","[<6, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[181],2,"[<9, 0>, <10, 0>, <0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<1745, 0>",True
"<3, 0>",119,"<16985, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[183],1,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<360, 0>",True
"<3, 0>",120,"<16986, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[185],2,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<360, 0>",True
"<3, 0>",121,"<16987, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[186],3,"[<0, 0>, <1, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<360, 0>",True
"<3, 0>",122,"<16988, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[183],1,"[<7, 0>, <5, 0>, <9, 0>, <10, 0>, <13, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<102, 0>",True
"<3, 0>",123,"<16989, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[185],2,"[<7, 0>, <5, 0>, <9, 0>, <10, 0>, <13, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<102, 0>",True
"<3, 0>",124,"<16990, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[186],3,"[<7, 0>, <5, 0>, <9, 0>, <10, 0>, <13, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<102, 0>",True
"<3, 0>",125,"<16991, 0>","[<7, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[158],1,"[<4, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<204, 0>",True
"<3, 0>",126,"<16992, 0>","[<6, 0>]",[3],0,,7,[],0,,0,0,[],,False,False,[159],2,"[<4, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<2, 0>","<204, 0>",True
"<3, 0>",127,"<16993, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<54, 0>",True
"<3, 0>",128,"<16994, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<54, 0>",True
"<3, 0>",129,"<16995, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<54, 0>",True
"<3, 0>",130,"<16996, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<50, 0>",True
"<3, 0>",131,"<16997, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<50, 0>",True
"<3, 0>",132,"<16998, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<50, 0>",True
"<3, 0>",133,"<16999, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<36, 0>",True
"<3, 0>",134,"<17000, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<36, 0>",True
"<3, 0>",135,"<17001, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<36, 0>",True
"<3, 0>",136,"<17002, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<48, 0>",True
"<3, 0>",137,"<17003, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<48, 0>",True
"<3, 0>",138,"<17004, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<48, 0>",True
"<3, 0>",139,"<17005, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<9, 0>",True
"<3, 0>",140,"<17006, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<9, 0>",True
"<3, 0>",141,"<17007, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<9, 0>",True
"<3, 0>",142,"<17008, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<8, 0>",True
"<3, 0>",143,"<17009, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<8, 0>",True
"<3, 0>",144,"<17010, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<8, 0>",True
"<3, 0>",145,"<17013, 0>","[<2, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[252],1,"[<10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<56, 0>",True
"<3, 0>",146,"<17014, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[253],2,"[<10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<56, 0>",True
"<3, 0>",147,"<17011, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[252],1,"[<10, 0>, <9, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<6, 0>",True
"<3, 0>",148,"<17012, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[253],2,"[<10, 0>, <9, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<6, 0>",True
"<3, 0>",149,"<17015, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<443, 0>",True
"<3, 0>",150,"<17016, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<443, 0>",True
"<3, 0>",151,"<17017, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<443, 0>",True
"<3, 0>",152,"<17018, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<441, 0>",True
"<3, 0>",153,"<17019, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<441, 0>",True
"<3, 0>",154,"<17020, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<441, 0>",True
"<3, 0>",155,"<17021, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[187],1,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<445, 0>",True
"<3, 0>",156,"<17022, 0>","[<6, 0>]",[1],0,,7,[],0,,0,0,[],,False,False,[188],2,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<445, 0>",True
"<3, 0>",157,"<17023, 0>","[<2, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[189],3,"[<6, 0>, <8, 0>, <7, 0>, <5, 0>, <4, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<445, 0>",True
"<3, 0>",158,"<17027, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[170],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<154, 0>",True
"<3, 0>",159,"<17028, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[171],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<154, 0>",True
"<3, 0>",160,"<17029, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[172],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<154, 0>",True
"<3, 0>",161,"<17024, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[170],1,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<154, 0>",True
"<3, 0>",162,"<17025, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[171],2,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<154, 0>",True
"<3, 0>",163,"<17026, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[172],3,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<154, 0>",True
"<3, 0>",164,"<17030, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[170],1,"[<9, 0>, <10, 0>, <7, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<1, 0>",True
"<3, 0>",165,"<17031, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[171],2,"[<9, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<1, 0>",True
"<3, 0>",166,"<17037, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[173],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<13, 0>",True
"<3, 0>",167,"<17038, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[174],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<13, 0>",True
"<3, 0>",168,"<17039, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[175],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<13, 0>",True
"<3, 0>",169,"<17034, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[173],1,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<13, 0>",True
"<3, 0>",170,"<17035, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[174],2,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<13, 0>",True
"<3, 0>",171,"<17036, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[175],3,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<13, 0>",True
"<3, 0>",172,"<17040, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[173],1,"[<9, 0>, <10, 0>, <7, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<4, 0>",True
"<3, 0>",173,"<17041, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[174],2,"[<9, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<4, 0>",True
"<3, 0>",174,"<17047, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[176],1,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<151, 0>",True
"<3, 0>",175,"<17048, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[178],2,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<151, 0>",True
"<3, 0>",176,"<17049, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[179],3,"[<1, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<151, 0>",True
"<3, 0>",177,"<17044, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[176],1,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<151, 0>",True
"<3, 0>",178,"<17045, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[178],2,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<151, 0>",True
"<3, 0>",179,"<17046, 0>","[<2, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[179],3,"[<0, 0>, <2, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<151, 0>",True
"<3, 0>",180,"<17050, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[176],1,"[<9, 0>, <10, 0>, <7, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<5, 0>",True
"<3, 0>",181,"<17051, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[178],2,"[<9, 0>, <10, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<5, 0>",True
"<3, 0>",182,"<17057, 0>","[<10, 0>]",[4],0,,7,[],0,,0,0,[],,False,False,[158],1,"[<1, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<45, 0>",True
"<3, 0>",183,"<17058, 0>","[<6, 0>]",[2],0,,7,[],0,,0,0,[],,False,False,[159],2,"[<1, 0>, <3, 0>]",1,"<null, null>",0,0,[],[],1161,1161,False,"<null, null>","<null, null>","<1, 0>","<45, 0>",True
