Name,ModSellPriceTypesKeys
HungryLoopSupportedByAwakenedFirePenetration,[]
HungryLoopSupportedByAwakenedGenerosity,[]
HungryLoopSupportedByAwakenedMeleePhysicalDamage,[]
HungryLoopSupportedByAwakenedMeleeSplash,[]
HungryLoopSupportedByAwakenedMultistrike,[]
HungryLoopSupportedByAwakenedAddedColdDamage,[]
HungryLoopSupportedByAwakenedArrowNova,[]
HungryLoopSupportedByAwakenedCastOnCrit,[]
HungryLoopSupportedByAwakenedChain,[]
HungryLoopSupportedByAwakenedColdPenetration,[]
HungryLoopSupportedByAwakenedDeadlyAilments,[]
HungryLoopSupportedByAwakenedFork,[]
HungryLoopSupportedByAwakenedGreaterMultipleProjectiles,[]
HungryLoopSupportedByAwakenedSwiftAffliction,[]
HungryLoopSupportedByAwakenedVoidManipulation,[]
HungryLoopSupportedByAwakenedViciousProjectiles,[]
HungryLoopSupportedByAwakenedAddedChaosDamage,[]
HungryLoopSupportedByAwakenedAddedLightningDamage,[]
HungryLoopSupportedByAwakenedBlasphemy,[]
HungryLoopSupportedByAwakenedCastWhileChannelling,[]
HungryLoopSupportedByAwakenedControlledDestruction,[]
HungryLoopSupportedByAwakenedCurseOnHit,[]
HungryLoopSupportedByAwakenedElementalFocus,[]
HungryLoopSupportedByAwakenedIncreasedAreaOfEffect,[]
HungryLoopSupportedByAwakenedLightningPenetration,[]
HungryLoopSupportedByAwakenedMinionDamage,[]
HungryLoopSupportedByAwakenedSpellCascade,[]
HungryLoopSupportedByAwakenedSpellEcho,[]
HungryLoopSupportedByAwakenedUnboundAilments,[]
HungryLoopSupportedByAwakenedUnleash,[]
HungryLoopSupportedBySecondWind,[]
HungryLoopSupportedByArchmage,[]
HungryLoopSupportedByUrgentOrders,[]
HungryLoopSupportedByFistofWar,[]
HungryLoopSupportedBySwiftBrand,[]
HungryLoopSupportedByElementalPenetration,[]
HungryLoopSupportedByImpendingDoom,[]
HungryLoopSupportedByBloodthirst,[]
HungryLoopSupportedByFragility,[]
HungryLoopSupportedByLifetap,[]
HungryLoopSupportedByFocussedBallista,[]
HungryLoopSupportedByEarthbreaker,[]
HungryLoopSupportedByBehead,[]
SocketedGemLevelPer25PlayerLevels,[]
TriggerSocketedSpellOnAttack,[]
TriggerSocketedSpellOnBowAttack,"[<5, 0>]"
AddsPhysicalDamagePer3PlayerLevels,"[<6, 0>]"
FlaskPoisonDuration,"[<5, 0>]"
FlaskHitsHaveNoCritMulti,"[<5, 0>]"
FlaskGrantsPerfectAgony,"[<7, 0>]"
FlaskChanceToPoison,"[<5, 0>]"
FlaskTakeChaosDamagePerSecond,"[<5, 0>]"
FlaskCriticalStrikeDoTMultiplier,"[<5, 0>]"
AbyssJewelLife,"[<1, 0>]"
AbyssJewelMana,"[<1, 0>]"
AbyssJewelChillEffect,"[<2, 0>]"
AbyssJewelShockEffect,"[<2, 0>]"
StarterPassiveJewel7,"[<5, 0>]"
AbyssJewelSocket,"[<7, 0>]"
StarterPassiveJewel1,"[<5, 0>]"
StarterPassiveJewel2,"[<5, 0>]"
StarterPassiveJewel3,"[<5, 0>]"
StarterPassiveJewel4,"[<5, 0>]"
StarterPassiveJewel5,"[<5, 0>]"
StarterPassiveJewel6,"[<5, 0>]"
StarterPassiveJewel8,"[<5, 0>]"
StarterPassiveJewel9,"[<5, 0>]"
StarterPassiveJewel10,"[<5, 0>]"
StarterPassiveJewel11,"[<5, 0>]"
StarterPassiveJewel12,"[<5, 0>]"
StarterPassiveJewel13,"[<5, 0>]"
StarterPassiveJewel14,"[<5, 0>]"
IncreasedCriticalStrikeChancePerAccuracyRating,"[<7, 0>]"
DamageOverTimeWhileDualWielding,"[<0, 0>]"
DamageOverTimeWhileWieldingTwoHandedWeapon,"[<0, 0>]"
DamageOverTimeWhileHoldingAShield,"[<0, 0>]"
MinionAddedFireDamage,"[<0, 0>]"
MinionAddedColdDamage,"[<0, 0>]"
MinionAddedLightningDamage,"[<0, 0>]"
MinionAddedPhysicalDamage,"[<0, 0>]"
MinionAddedChaosDamage,"[<0, 0>]"
SpellAddedFireDamageWhileDualWielding,"[<0, 0>]"
SpellAddedColdDamageWhileDualWielding,"[<0, 0>]"
SpellAddedLightningDamageWhileDualWielding,"[<0, 0>]"
SpellAddedPhysicalDamageWhileDualWielding,"[<0, 0>]"
SpellAddedChaosDamageWhileDualWielding,"[<0, 0>]"
SpellAddedFireDamageWhileWieldingTwoHandedWeapon,"[<0, 0>]"
SpellAddedColdDamageWhileWieldingTwoHandedWeapon,"[<0, 0>]"
SpellAddedLightningDamageWhileWieldingTwoHandedWeapon,"[<0, 0>]"
SpellAddedPhysicalDamageWhileWieldingTwoHandedWeapon,"[<0, 0>]"
SpellAddedChaosDamageWhileWieldingTwoHandedWeapon,"[<0, 0>]"
SpellAddedFireDamageWhileHoldingAShield,"[<0, 0>]"
SpellAddedColdDamageWhileHoldingAShield,"[<0, 0>]"
SpellAddedLightningDamageWhileHoldingAShield,"[<0, 0>]"
SpellAddedPhysicalDamageWhileHoldingAShield,"[<0, 0>]"
SpellAddedChaosDamageWhileHoldingAShield,"[<0, 0>]"
AbyssLeague,[]
AbyssLeagueCrafted,[]
AddedPhysicalDamageWithWands,"[<0, 0>]"
AddedPhysicalDamageWithDaggers,"[<0, 0>]"
AddedPhysicalDamageWithClaws,"[<0, 0>]"
AddedPhysicalDamageWithSwords,"[<0, 0>]"
AddedPhysicalDamageWithAxes,"[<0, 0>]"
AddedPhysicalDamageWithMaces,"[<0, 0>]"
AddedPhysicalDamageWithStaves,"[<0, 0>]"
AddedLightningDamageWithWands,"[<0, 0>]"
AddedLightningDamageWithDaggers,"[<0, 0>]"
AddedLightningDamageWithClaws,"[<0, 0>]"
AddedLightningDamageWithBows,"[<0, 0>]"
AddedLightningDamageWithSwords,"[<0, 0>]"
AddedLightningDamageWithAxes,"[<0, 0>]"
AddedLightningDamageWithMaces,"[<0, 0>]"
AddedLightningDamageWithStaves,"[<0, 0>]"
AddedFireDamageWithWands,"[<0, 0>]"
AddedFireDamageWithDaggers,"[<0, 0>]"
AddedFireDamageWithClaws,"[<0, 0>]"
AddedFireDamageWithSwords,"[<0, 0>]"
AddedFireDamageWithAxes,"[<0, 0>]"
AddedFireDamageWithMaces,"[<0, 0>]"
AddedFireDamageWithStaves,"[<0, 0>]"
AddedColdDamageWithWands,"[<0, 0>]"
AddedColdDamageWithDaggers,"[<0, 0>]"
AddedColdDamageWithClaws,"[<0, 0>]"
AddedColdDamageWithBows,"[<0, 0>]"
AddedColdDamageWithSwords,"[<0, 0>]"
AddedColdDamageWithAxes,"[<0, 0>]"
AddedColdDamageWithMaces,"[<0, 0>]"
AddedColdDamageWithStaves,"[<0, 0>]"
AddedChaosDamageWithClaws,"[<0, 0>]"
AddedChaosDamageWithDaggers,"[<0, 0>]"
AddedChaosDamageWithBows,"[<0, 0>]"
AddedPhysicalDamageWhileUnarmed,"[<0, 0>]"
AddedPhysicalDamageWhileHoldingAShield,"[<0, 0>]"
FlatMinionLifeRegeneration,"[<0, 0>]"
FlatEnergyShieldRegeneration,"[<0, 0>]"
AttacksBlindOnHitChance,"[<1, 0>]"
AttacksTauntOnHitChance,"[<1, 0>]"
SpellsHinderOnHitChance,"[<1, 0>]"
MinionAttacksBlindOnHitChance,"[<1, 0>]"
MinionAttacksTauntOnHitChance,"[<1, 0>]"
MinionSpellsHinderOnHitChance,"[<1, 0>]"
DamageVSAbyssMonsters,"[<2, 0>]"
MinionDamageVSAbyssMonsters,"[<2, 0>]"
ReducedPhysicalDamageTakenVsAbyssMonsters,"[<0, 0>]"
ChanceToAvoidBleeding,"[<0, 0>]"
ChanceToAvoidPoison,"[<0, 0>]"
AvoidBleedAndPoison,"[<0, 0>]"
SpellAddedFireSuffix,"[<0, 0>]"
SpellAddedColdSuffix,"[<0, 0>]"
SpellAddedLightningSuffix,"[<0, 0>]"
SpellAddedPhysicalSuffix,"[<0, 0>]"
SpellAddedChaosSuffix,"[<0, 0>]"
AddedFireSuffix,"[<0, 0>]"
AddedColdSuffix,"[<0, 0>]"
AddedLightningSuffix,"[<0, 0>]"
AddedPhysicalSuffix,"[<0, 0>]"
AddedChaosSuffix,"[<0, 0>]"
MinionAttackAndCastSpeed,"[<0, 0>]"
MinionLifeLeech,"[<0, 0>]"
MinionMovementSpeed,"[<0, 0>]"
PassiveEffectivenessJewel,"[<7, 0>]"
DegradingMovementSpeedDuringFlaskEffect,"[<8, 0>]"
SpellBlockChanceIfHitRecently,"[<1, 0>]"
ReducedPhysicalDamageTakenIfNotHitRecently,"[<1, 0>]"
MovementSpeedIfNotDamagedRecently,"[<1, 0>]"
DamageIfEnemySlainRecently,"[<1, 0>]"
CriticalStrikeMultiplierIfEnemySlainRecently,"[<1, 0>]"
IncreasedArmourIfNoEnemySlainRecently,"[<1, 0>]"
AccuracyIfNoEnemySlainRecently,"[<1, 0>]"
DamagePenetratesElementalResistancesIfNoEnemySlainRecently,"[<1, 0>]"
CastSpeedIfMinionKilledRecently,"[<1, 0>]"
MinionDamageIfMinionSkillUsedRecently,"[<1, 0>]"
EvasionRatingWhileMoving,"[<1, 0>]"
ManaRegenerationRateWhileMoving,"[<1, 0>]"
LifeRegenerationRateWhileMoving,"[<1, 0>]"
PhysicalDamageAddedAsExtraFireIfCriticalStrikeDealtRecently,"[<1, 0>]"
AttackSpeedIfCriticalStrikeDealtRecently,"[<1, 0>]"
CastSpeedIfCriticalStrikeDealtRecently,"[<1, 0>]"
CriticalStrikeChanceIfNoCriticalStrikeDealtRecently,"[<1, 0>]"
MinionAttackAndCastSpeedIfEnemySlainRecently,"[<1, 0>]"
MovementSpeedIfEnemySlainRecently,"[<1, 0>]"
AddedFireDamageWithBowsForUnique,"[<0, 0>]"
AddedColdDamageWithBowsForUnique,"[<0, 0>]"
TriggeredFireAegisSkill,"[<8, 0>]"
TriggeredColdAegisSkill,"[<8, 0>]"
TriggeredLightningAegisSkill,"[<8, 0>]"
TriggeredElementalAegisSkill,"[<8, 0>]"
TriggeredPhysicalAegisSkill,"[<8, 0>]"
ChanceToBlockIfDamagedRecently,"[<0, 0>]"
SupportedByBlasphemyUnique,"[<7, 0>]"
GrantCursePillarSkillUnique,"[<7, 0>]"
GrantCursePillarSkillUnique__,"[<7, 0>]"
SocketedCursesUncastableUnique,"[<7, 0>]"
ReflectPoisonsToSelf,"[<5, 0>]"
ReflectBleedingToSelf,"[<5, 0>]"
ChaosResistancePerPoisonOnSelf,"[<6, 0>]"
DamagePerPoisonOnSelf,"[<6, 0>]"
MovementSpeedPerPoisonOnSelf,"[<6, 0>]"
TravelSkillsReflectPoison,"[<7, 0>]"
IncreasedArmourWhileBleeding,"[<6, 0>]"
ChanceToGainOnslaughtOnKill,"[<4, 0>]"
ChanceToGainOnslaughtOnKillMaven,"[<4, 0>]"
ChancetoGainPhasingOnKill,"[<4, 0>]"
ChanceToGainUnholyMightOnKill,[]
ChanceToGainUnholyMightOnKillAbyss,"[<4, 0>]"
CannotBeAffectedByPhasing,[]
MoveDaemonSpeed,[]
MoveDaemonXPerRepeat,[]
MapShaped,[]
MapElder,[]
MonsterAreaOfEffectVariance,[]
SummonSpecificMonsterInFrontSpawnRadius,[]
SkillEffectDurationSupported,"[<2, 0>]"
ChanceToAvoidProjectiles,"[<2, 0>]"
ChanceToAvoidProjectilesMaven,"[<2, 0>]"
TotemDamageSpellSupported,"[<2, 0>]"
TotemSpeedSpellSupported,"[<2, 0>]"
TotemDamageAttackSupported,"[<2, 0>]"
TotemSpeedAttackSupported,"[<2, 0>]"
UniqueMapGenericBounses,"[<7, 0>]"
SpectreCriticalStrikeChance,"[<6, 0>]"
SpectreHaveBaseDuration,[]
SupportedByEnduranceChargeOnStunWeapon,"[<2, 0>]"
SupportedByOnslaughtWeapon,"[<2, 0>]"
SupportedByPowerChargeOnCritWeapon,"[<2, 0>]"
SupportedByFortifyWeapon,"[<2, 0>]"
SupportedByArcaneSurgeWeapon,"[<2, 0>]"
SupportedByInspirationWeapon,"[<2, 0>]"
SupportedByCastOnMeleeKillWeapon,"[<2, 0>]"
SupportedByCastOnCritWeapon,"[<2, 0>]"
SupportedByCastWhileChannellingWeapon,"[<2, 0>]"
LocalPhysicalDamagePercentMeleePhysicalDamage,"[<2, 0>]"
LocalPhysicalDamagePercentBrutality,"[<2, 0>]"
LocalPhysicalDamagePercentAddedFireDamage,"[<2, 0>]"
LocalPhysicalDamagePercentRuthless,"[<2, 0>]"
LocalPhysicalDamagePercentOnslaught,"[<2, 0>]"
LocalPhysicalDamagePercentEnduranceChargeOnStun,"[<2, 0>]"
LocalPhysicalDamagePercentFortify,"[<2, 0>]"
LocalIncreasedPhysicalDamagePercentPowerChargeOnCrit,"[<2, 0>]"
LocalIncreasedPhysicalDamagePercentIronGrip,"[<2, 0>]"
LocalIncreasedPhysicalDamagePercentFasterProjectiles,"[<2, 0>]"
LocalIncreasedPhysicalDamagePercentProjectileAttackDamage,"[<2, 0>]"
WeaponSpellDamageControlledDestruction,"[<2, 0>]"
WeaponSpellDamageEfficacy,"[<2, 0>]"
WeaponSpellDamageArcaneSurge,"[<2, 0>]"
WeaponSpellDamageReducedMana,"[<2, 0>]"
WeaponSpellDamagePowerChargeOnCrit,"[<2, 0>]"
ElementalDamagePrefixElementalFocus,"[<2, 0>]"
FireDamagePrefixFirePenetration,"[<2, 0>]"
ColdDamagePrefixColdPenetration,"[<2, 0>]"
LightningDamagePrefixLightningPenetration,"[<2, 0>]"
LocalIncreasedAttackSpeedMultistrike,"[<2, 0>]"
LocalIncreasedAttackSpeedFasterAttacks,"[<2, 0>]"
LocalIncreasedAttackSpeedOnslaught,"[<2, 0>]"
AttackSpeedDoubleDamage,"[<2, 0>]"
AttackSpeedKilledRecently,"[<2, 0>]"
IncreasedCastSpeedSpellEcho,"[<2, 0>]"
IncreasedCastSpeedFasterCasting,"[<2, 0>]"
IncreasedCastSpeedTwoHandedAvoidInterruption,"[<2, 0>]"
IncreasedCastSpeedTwoHandedKilledRecently,"[<2, 0>]"
CriticalStrikeChanceSupported,"[<2, 0>]"
CriticalStrikeChanceTwoHandedCritChanceRecently,"[<2, 0>]"
CriticalStrikeChanceTwoHandedCritMultiRecently,"[<2, 0>]"
CriticalStrikeMultiplierSupported,"[<2, 0>]"
CriticalMultiplierSupportedTwoHanded,"[<2, 0>]"
CriticalStrikeChanceSpellsSupported,"[<2, 0>]"
CriticalStrikeChanceSpellsTwoHandedPowerCharge,"[<2, 0>]"
ChanceToFreezeShockIgniteProliferation,"[<2, 0>]"
ChanceToFreezeShockIgniteUnboundAilments,"[<2, 0>]"
SpellDamagePer16Strength,"[<2, 0>]"
SpellDamagePer16Dexterity,"[<2, 0>]"
SpellDamagePer16Intelligence,"[<2, 0>]"
SpellDamagePer10Strength,"[<2, 0>]"
SpellDamagePer10Intelligence,"[<2, 0>]"
PoisonDamageWeaponSupported,"[<2, 0>]"
PoisonDurationWeaponSupported,"[<2, 0>]"
SupportedByIncreasedAreaOfEffectDamage,"[<2, 0>]"
SupportedBySpellCascadeArea,"[<2, 0>]"
SupportedByLesserMultipleProjectilesDamage,"[<2, 0>]"
SupportedByVolleySpeed,"[<2, 0>]"
IncreasedWeaponElementalDamagePercentSupported,"[<2, 0>]"
ChanceToMaimSupported,"[<2, 0>]"
ChanceToPoisonSupported,"[<2, 0>]"
ChanceToBleedSupported,"[<2, 0>]"
GainCriticalStrikeChanceOnManaSpent,"[<7, 0>]"
GainHerEmbraceOnIgnite,"[<7, 0>]"
TakeDamagePerLevelWhileHerEmbrace,"[<7, 0>]"
GainArmourEqualToManaReserved,"[<7, 0>]"
MapPillarsOfArunDisplay,"[<7, 0>]"
MapPlayersMovementSkillsCooldownRecovery,"[<6, 0>]"
VaalPactIfCritRecently,"[<7, 0>]"
ShaperInfluenceAnomaliesWithPacks,[]
ShaperInfluenceShaperFriendSpawns,[]
ShaperInfluenceAdditionalSpacePacks,[]
ShaperInfluenceAdditionalBossPack,[]
ShaperInfluenceSpawnMaelstromCell,[]
ElderInfluenceTentacleFiendsWithPacks,[]
IncreasedAttackSpeedSupported,"[<2, 0>]"
IncreasedCastSpeedSupported,"[<2, 0>]"
IncreasedAttackAndCastSpeedSupported,"[<2, 0>]"
IncreasedAttackAndCastSpeedSupportedMaven,"[<2, 0>]"
ProjectileSpeedSupported,"[<2, 0>]"
ProjectileDamageSupported,"[<2, 0>]"
AvoidInterruptionWhileCasting,"[<2, 0>]"
AdditionalTrapsThrownSupported,"[<2, 0>]"
TrapDamageSupported,"[<2, 0>]"
TrapDamageCooldownSupported,"[<2, 0>]"
TrapSpeedCooldownSupported,"[<2, 0>]"
TrapDamageMineSupported,"[<2, 0>]"
IncreasedAccuracyPercentSupported,"[<2, 0>]"
PoisonDamageSupported,"[<2, 0>]"
PoisonDurationSupported,"[<2, 0>]"
BleedingDamageSupported,"[<2, 0>]"
BleedingDamageChance,"[<2, 0>]"
BleedingDamageChanceWeaponSuffix,"[<2, 0>]"
BlindOnHitSupported,"[<2, 0>]"
SocketedSpellCriticalMultiplier,"[<2, 0>]"
SocketedAttackCriticalMultiplier,"[<2, 0>]"
SocketedSpellCriticalStrikeChance,"[<2, 0>]"
SocketedAttackCriticalStrikeChance,"[<2, 0>]"
AreaDamageSupported,"[<2, 0>]"
AreaOfEffectSupported,"[<2, 0>]"
MinionDamageSupported,"[<2, 0>]"
MinionLifeSupported,"[<2, 0>]"
AdditionalMinesPlacedSupported,"[<2, 0>]"
MineDamageSupported,"[<2, 0>]"
MineDamageTrapSupported,"[<2, 0>]"
ChillEffectSupported,"[<2, 0>]"
ShockEffectSupported,"[<2, 0>]"
BurningDamageSupported,"[<2, 0>]"
SupportedByLessDuration,"[<2, 0>]"
IgniteDurationSupported,"[<2, 0>]"
AdditionalRemoteMinesAllowed,[]
ReducedIgniteDurationOnSelf,"[<2, 0>]"
ReducedElementalReflectTaken,"[<2, 0>]"
ReducedElementalReflectTakenMaven,"[<2, 0>]"
ReducedPhysicalReflectTaken,"[<2, 0>]"
ReducedPhysicalReflectTakenMaven,"[<2, 0>]"
DamageCannotBeReflected,"[<7, 0>]"
SupportedByItemRarityUnique,"[<2, 0>]"
PhysicalDamageTakenAsFireUber,"[<2, 0>]"
PhysicalDamageTakenAsFireUberMaven,"[<2, 0>]"
PhysicalDamageTakenAsColdUber,"[<2, 0>]"
PhysicalDamageTakenAsColdUberMaven,"[<2, 0>]"
PhysicalDamageTakenAsLightningUber,"[<2, 0>]"
PhysicalDamageTakenAsLightningUberMaven,"[<2, 0>]"
CannotBeIgnitedWithStrHigherThanDex,"[<6, 0>]"
CannotBeFrozenWithDexHigherThanInt,"[<6, 0>]"
CannotBeShockedWithIntHigherThanStr,"[<6, 0>]"
IncreasedDamagePerLowestAttribute,"[<6, 0>]"
IncreasedAilmentDuration,"[<6, 0>]"
IncreasedAilmentDurationMaven,"[<6, 0>]"
SharedSuffering,"[<8, 0>]"
CreateSmokeCloudWhenTrapTriggered,"[<7, 0>]"
SupportedByMeleeSplashDamage,"[<2, 0>]"
SupportedBySpiritStrikeArea,"[<2, 0>]"
MaximumLifeLeechRate,"[<2, 0>]"
MaximumLifeLeechRateOldFix,"[<2, 0>]"
LifeRecoveryRate,"[<2, 0>]"
LifeRecoveryRateMaven,"[<2, 0>]"
FlaskDurationUnique,"[<5, 0>]"
FlaskChanceToNotConsumeCharges,"[<2, 0>]"
PoisonOnHit,"[<2, 0>]"
PoisonOnHitAndDamage,"[<2, 0>]"
PoisonDamageAndChanceOnHit,"[<2, 0>]"
BleedOnHitAndDamage,"[<2, 0>]"
PoisonDamageAndDuration,"[<2, 0>]"
BleedDamageAndDuration,"[<2, 0>]"
GlobalMaimOnHit,"[<2, 0>]"
CannotMaim,[]
SupportedByCastOnDamageTaken,"[<2, 0>]"
FlammabilityReservationCost,"[<6, 0>]"
FlammabilityNoReservation,"[<6, 0>]"
FrostbiteReservationCost,"[<6, 0>]"
FrostbiteNoReservation,"[<6, 0>]"
ConductivityReservationCost,"[<6, 0>]"
ConductivityNoReservation,"[<6, 0>]"
VulnerabilityReservationCost,"[<6, 0>]"
VulnerabilityNoReservation,"[<6, 0>]"
DespairReservationCost,"[<6, 0>]"
DespairNoReservation,"[<6, 0>]"
TemporalChainsReservationCost,"[<6, 0>]"
TemporalChainsNoReservation,"[<6, 0>]"
SupportedByCastOnMeleeKill,"[<2, 0>]"
SupportedByCastWhileChannelling,"[<2, 0>]"
ChanceToDodgeWhileOffhandIsEmpty,"[<7, 0>]"
IncreasedColdDamageWhileOffhandIsEmpty,"[<6, 0>]"
DisplayIronReflexesFor8Seconds,"[<6, 0>]"
ArborixMoreDamageAtCloseRange,"[<5, 0>]"
FarShotWhileYouDoNotHaveIronReflexes,"[<5, 0>]"
AttackCastMovementSpeedWhileYouDoNotHaveIronReflexes,"[<6, 0>]"
ElementalDamageCanShock,"[<7, 0>]"
EnemiesTakeIncreasedDamagePerAilmentType,"[<6, 0>]"
DeathWalk,"[<8, 0>]"
DamagePerAbyssJewelType,"[<5, 0>]"
AdditionalPhysicalDamageReductionWhileMoving,"[<6, 0>]"
ReducedElementalDamageTakenWhileStationary,"[<6, 0>]"
AdditionalArrowWhileAccuracyIs3000,"[<2, 0>]"
AccuracyRatingIsDoubled,"[<2, 0>]"
MeleePhysicalDamagePerStrengthWhileFortified,"[<2, 0>]"
IncreasedEvasionRatingWhileLeeching,"[<2, 0>]"
IncreasedEvasionRatingIfHitEnemyRecently,"[<2, 0>]"
EnemiesHaveReducedEvasionIfHitRecently,"[<2, 0>]"
GainRareMonsterModsOnKillChance,"[<2, 0>]"
CriticalStrikeMultiplierIfHaventCritRecently,"[<2, 0>]"
CriticalStrikeChanceAgainstBleedingEnemies,"[<2, 0>]"
CriticalStrikeChanceAgainstPoisonedEnemies,"[<2, 0>]"
AreaOfEffectWith500Strength,"[<2, 0>]"
AreaOfEffectIfStunnedEnemyRecently,"[<2, 0>]"
GainEnduranceChargeOnHittingBleedingEnemy,"[<2, 0>]"
DisplayMovementSkillsCostNoMana,"[<2, 0>]"
HitsCantBeEvadedIfBlockedRecently,"[<2, 0>]"
AdditionalBlockChancePerEnduranceChargeUber,"[<2, 0>]"
AccuracyRatingPerFrenzyChargeUber,"[<2, 0>]"
AttackSpeedIfBlockedRecently,"[<2, 0>]"
AreaOfEffectWhileFortified,"[<2, 0>]"
MeleeWeaponRangeIfKilledRecently,"[<2, 0>]"
MeleeWeaponRangeWhileFortified,"[<2, 0>]"
StunDurationPerStrength,"[<2, 0>]"
ReducedStunThresholdWith500Strength,"[<2, 0>]"
AreaOfEffectPerEnduranceCharge,"[<2, 0>]"
AreaDamagePerStrength,"[<2, 0>]"
IncreasedDamageAgainstTauntedEnemies,"[<2, 0>]"
BleedingDamagePerEnduranceCharge,"[<2, 0>]"
MovementSpeedWhileFortified,"[<2, 0>]"
MovementSkillsFortifyOnHitChance,"[<2, 0>]"
MeleeWeaponRangeAtMaximumFrenzyCharges,"[<2, 0>]"
GainEnduranceChargeWhileStationary,"[<2, 0>]"
BlindEnemiesWhenHit,"[<2, 0>]"
PoisonDamageAgainstBleedingEnemies,"[<2, 0>]"
GainEnduranceChargeOnTauntingEnemies,"[<2, 0>]"
ChanceToBleedOnTauntedEnemies,"[<2, 0>]"
AreaOfEffectPerPowerCharge,"[<2, 0>]"
IncreasedLifePerAbyssalJewel,"[<6, 0>]"
IncreasedManaPerAbyssalJewel,"[<6, 0>]"
AdditionalCriticalStrikeChanceWithAttacks,"[<2, 0>]"
AdditionalCriticalStrikeChanceWithSpells,"[<2, 0>]"
AdditionalBlockWith5NearbyEnemies,"[<2, 0>]"
GainRandomChargeOnBlock,"[<2, 0>]"
AdditionalChanceToEvade,"[<2, 0>]"
AdditionalChanceToEvadeMaven,"[<2, 0>]"
RemoveIgniteOnFlaskUse,"[<2, 0>]"
RemoveFreezeOnFlaskUse,"[<2, 0>]"
RemoveShockOnFlaskUse,"[<2, 0>]"
AttackSpeedDuringFlaskEffect,"[<2, 0>]"
CastSpeedDuringFlaskEffect,"[<2, 0>]"
MeleeDamageDuringFlaskEffect,"[<2, 0>]"
ProjectileAttackDamageDuringFlaskEffect,"[<2, 0>]"
SpellDamageDuringFlaskEffect,"[<2, 0>]"
DamagePer15Strength,"[<2, 0>]"
DamagePer15Dexterity,"[<2, 0>]"
DamagePer15Intelligence,"[<2, 0>]"
DamagePerBlockChance,"[<2, 0>]"
ChanceToChillAttackersOnBlock,"[<2, 0>]"
ChanceToShockAttackersOnBlock,"[<2, 0>]"
RecoverLifePercentOnBlock,"[<2, 0>]"
RecoverManaPercentOnBlock,"[<2, 0>]"
RecoverEnergyShieldPercentOnBlock,"[<2, 0>]"
ChanceToIgniteAddedDamage,"[<2, 0>]"
ChanceToFreezeAddedDamage,"[<2, 0>]"
ChanceToShockAddedDamage,"[<2, 0>]"
BleedDamageAgainstPoisonedEnemies,"[<2, 0>]"
CriticalStrikeMultiplierIfBlockedRecentlyUber,"[<2, 0>]"
GainEnduranceChargeOnStunChance,"[<2, 0>]"
RemoveBleedingOnWarcry,"[<2, 0>]"
FortifyEffectWhileStationary,"[<2, 0>]"
FortifyDurationPerStrength,"[<2, 0>]"
GainFortifyOnStunChance,"[<2, 0>]"
ReducedElementalDamageTakenPerEnduranceCharge,"[<2, 0>]"
AreaOfEffectIfBlockedRecently,"[<2, 0>]"
AreaOfEffectIfKilledRecently,"[<2, 0>]"
ElementalDamagePer12Intelligence,"[<2, 0>]"
AdditionalBlockChanceIfCritRecently,"[<2, 0>]"
ElementalDamagePer12Strength,"[<2, 0>]"
ElementalDamagePerPowerCharge,"[<2, 0>]"
LifeGainPerBlindedEnemyHit,"[<2, 0>]"
CullingStrikeIfCritRecently,"[<2, 0>]"
AreaOfEffectPer50Strength,"[<2, 0>]"
CritsHaveCullingStrike,"[<2, 0>]"
CullingStrikeOnBleedingEnemiesUber,"[<2, 0>]"
IncreasedLifePerElderItem,"[<5, 0>]"
AilmentEffectPerElderItem,"[<5, 0>]"
AilmentDamagePerElderItem,"[<5, 0>]"
AilmentDamageOverTimeMultiplierPerElderItem,"[<5, 0>]"
RemoveAilmentOnFlaskUseIfAllItemsAreElder,"[<5, 0>]"
StrengthDamageBonus3Per10,"[<2, 0>]"
LocalWeaponRangeUber,"[<2, 0>]"
CannotBlockSpells,[]
NonChaosAddedAsChaos,"[<2, 0>]"
FireAddedAsChaos,"[<2, 0>]"
ColdAddedAsChaos,"[<2, 0>]"
LightningAddedAsChaos,"[<2, 0>]"
PhysicalAddedAsChaos,"[<2, 0>]"
GainEnduranceChargeOnLosingFortify,"[<2, 0>]"
LifeGainOnHitWhileLeeching,"[<2, 0>]"
ProjectileDamagePerEnemyPierced,"[<2, 0>]"
LocalIncreasedEvasionAndEnergyShield,"[<1, 0>]"
IntimidateOnHitWithMeleeAbyssJewel,"[<5, 0>]"
MaimOnHitWithRangedAbyssJewel,"[<5, 0>]"
ArcaneSurgeOnHitWithSpellAbyssJewel,"[<5, 0>]"
MinionAccuracyWithMinionAbyssJewel,"[<5, 0>]"
AbyssJewelEffect,"[<5, 0>]"
MapMonstersFrenzyChargeOnHit,[]
MapMonstersEnduranceChargeOnHit,[]
MapMonstersPowerChargeOnHit,[]
PowerChargeOnBlockUber,"[<2, 0>]"
BlockingBlocksSpellsUber,"[<2, 0>]"
SpellBlockAndBlockUber,"[<2, 0>]"
CriticalStrikeChanceIfNoCriticalStrikeDealtRecentlyUber,"[<2, 0>]"
CriticalStrikeMultiplierAgainstEnemiesOnFullLife,"[<2, 0>]"
GainEnduranceChargeOnCritUber,"[<2, 0>]"
CriticalStrikeChanceIfKilledRecently,"[<2, 0>]"
StunDurationAndThresholdUber,"[<2, 0>]"
