Id,IsSupport,AllowedActiveSkillTypes,BaseEffectiveness,IncrementalEffectiveness,SupportGemLetter,Unknown0,AddedActiveSkillTypes,ExcludedActiveSkillTypes,SupportsGemsOnly,Unknown1,Unknown2,Unknown3,Unknown4,CastTime,ActiveSkillsKey,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,GrantedEffectsKey
GASummonReaperComboLeftSlash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GASummonReaperComboRightSlash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GASummonReaperDashImpactSlash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GASummonReaperDash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAExpeditionVoranaLacerate,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAVoranaComboLeftSlash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAVoranaComboRightSlash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAVoranaDash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAVoranaDashImpactSlash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAVoranaCycloneImpact,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAVoranaComboWhirl,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSBlindingGaze,False,[],4.01f,0.035f,,4,[],[],False,0,[],False,2,2670,"<986, 0>",False,False,[],"<34, 0>","<null, null>",False,[],<null>
GSBlindingGazeInvasion,False,[],4.01f,0.035f,,4,[],[],False,0,[],False,2,2670,"<986, 0>",False,False,[],"<34, 0>","<null, null>",False,[],<null>
GSBlindingGazeWb,False,[],4.01f,0.035f,,4,[],[],False,0,[],False,2,2670,"<986, 0>",False,False,[],"<34, 0>","<null, null>",False,[],<null>
GSBlindingGazeBossSideArea,False,[],4.3125f,0.0485f,,4,[],[],False,0,[],False,2,2670,"<986, 0>",False,False,[],"<34, 0>","<null, null>",False,[],<null>
GAExpeditionMedvedLeapImpact,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSExpeditionTujenGrenadeExplosion,False,[],0.7f,0.043f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSExpeditionBoneCultistMedvedEggExplosion,False,[],2.2519f,0.0391f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GABeastCleave,False,[],1f,0f,,4,[],[],False,0,[],False,2,1333,"<985, 0>",False,False,[],"<9, 0>","<null, null>",False,[],<null>
GABeastCleaveUnique,False,[],1f,0f,,4,[],[],False,0,[],False,2,1333,"<985, 0>",False,False,[],"<9, 0>","<null, null>",False,[],<null>
GSExpeditionMedvedHealBeam,False,[],1f,0f,,4,[],[],False,0,[],False,2,2000,"<1302, 0>",False,False,[],"<93, 0>","<null, null>",False,[],<null>
GAExpeditionMedvedComboAttack1,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAExpeditionMedvedComboAttack2,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAExpeditionMedvedComboAttack3,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAExpeditionMedvedComboAttackImpact,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAExpeditionMedvedSpiderGeyserRoll,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshLeapImpact,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshFodderSlam,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapePaleEliteBoltImpact,False,[],4f,0.04f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapePaleEliteOmegaBeam,False,[],6.5f,0.0431f,,4,[],[],False,0,[],False,2,2333,"<986, 0>",False,False,[],"<22, 0>","<null, null>",False,[],<null>
GSHellscapePaleDogmanChargeExplosion,False,[],4f,0.045f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapeFleshEliteBloodOrbExplosion,False,[],5f,0.03325f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapePaleDogmanDashSwipe,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeStabbyCleave1,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeStabbyCleave2,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeStabbyCleave3,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeStabbyCleaveStab,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeDemonElite1DashSlash,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapeDemonElite1Screech,False,[],0.75f,0.03f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapePaleBossCleave,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<9, 0>","<null, null>",False,[],<null>
GAHellscapePaleBossLeapImpact,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapePaleBossAxeTossImpact,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapePaleBossSnipeImpact,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeStabWeb,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshElite2Melee1,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshElite2Melee2,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshElite2Combo1Cleave,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshElite2Combo1Slam,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshElite2Combo2Slam1,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshElite2Combo2Slam2,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeFleshElite2Combo2Slam3,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapeTransportShockwave,False,[],1f,0.065f,,4,[],[],False,0,[],False,2,100,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeDemonBossMeleeMiniSlam1,False,[],1f,0.03f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapeDemonBossMeleeMiniSlam2,False,[],1f,0.03f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapeDemonBossCremationImpact,False,[],1.5f,0.04f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<93, 0>","<null, null>",False,[],<null>
GSHellscapeDemonBossKnockback,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapeDemonBossKnockback2,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapeDemonEliteBeamNuke,False,[],5f,0.0335f,,4,[],[],False,0,[],False,2,2000,"<986, 0>",False,False,[],"<32, 0>","<null, null>",False,[],<null>
GAHellscapePaleEliteSkyStab,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapePaleBossLeapDelayedImpact,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GSHellscapepaleBossLeapLightningNova,False,[],3f,0.047f,,4,[],[],False,0,[],False,2,1000,"<986, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapePaleBossDashStab,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapePaleBossAxeSlamSmall,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GAHellscapePaleBossAxeSlamBig,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<985, 0>",False,False,[],"<51, 0>","<null, null>",False,[],<null>
SpellNovaElderGuardianLightning,False,[],3.375f,0.03f,,4,[],[],False,0,[],False,2,1000,"<879, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpellNovaElderGuardianLightningWeak,False,[],2.7f,0.03f,,4,[],[],False,0,[],False,2,1000,"<879, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpellNovaElderGarden,False,[],1.3333f,0.038f,,4,[],[],False,0,[],False,2,1000,"<879, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpellNovaGuardianRiverFrog,False,[],4.5455f,0.05f,,4,[],[],False,0,[],False,2,1000,"<879, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpellNovaCrabBossGeyser,False,[],0.6818f,0.045f,,4,[],[],False,0,[],False,2,1000,"<879, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpawnArakaaliHatchling,False,[],1f,0f,,4,[],[],False,0,[],False,2,4800,"<881, 0>",False,True,[],"<null, null>","<null, null>",False,[],<null>
SpawnBlightHatchling,False,[],1f,0f,,4,[],[],False,0,[],False,2,4800,"<351, 0>",False,True,[],"<null, null>","<null, null>",False,[],<null>
SupportTutorial,True,[],1f,0f,┴,1,[],[],False,2869202110,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpiderGodActivateLaserToward,False,[],10f,0.036f,,4,[],[],False,0,[],False,2,1000,"<875, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpiderGodActivateLaserTowardMap,False,[],6f,0.036f,,4,[],[],False,0,[],False,2,1000,"<875, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpiderGodActivateLaserAway,False,[],10f,0.036f,,4,[],[],False,0,[],False,2,1000,"<875, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SpiderGodActivateLaserAwayMap,False,[],6f,0.036f,,4,[],[],False,0,[],False,2,1000,"<875, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AttackVortex,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<882, 0>",False,False,[],"<26, 0>","<null, null>",False,[],<null>
CorruptedBloodNova,False,[],0.5f,0.053f,,4,[],[],False,0,[],False,2,800,"<879, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
DelayedFireSpark,False,[],0.8333f,0.035f,,4,[],[],False,0,[],False,2,1400,"<883, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
DelayedLightningSpark,False,[],1.5f,0.045f,,4,[],[],False,0,[],False,2,1200,"<883, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
DelayedLightningSparkTriggerCascade,False,[],2.55f,0.045f,,4,[],[],False,0,[],False,2,1200,"<883, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SummonedSparkDaemon,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<352, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SummonedSparkDaemonLightning,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<352, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SummonedSparkDaemonLightningEpic,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<352, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonNormalSkeletons,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonNormalVoidBearer,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonNormalParasiticSquid,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonNormalVendigo,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonNormalMineBat,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonNormalGrubStationary,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<351, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonMagicSkeletons,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonMagicVoidBearer,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonMagicParasiticSquid,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonMagicVendigo,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonMagicMineBat,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonMagicGrubStationary,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<351, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonRareBoneStalker,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonRareVendigo,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonRareBoneHusk,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonRareMineBat,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonRareUndying,False,[],1f,0f,,4,[],[],False,0,[],False,2,40,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonCrackLeft,False,[],1f,0f,,4,[],[],False,0,[],False,2,10,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonCrackRight,False,[],1f,0f,,4,[],[],False,0,[],False,2,10,"<585, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonCrackGrub,False,[],1f,0f,,4,[],[],False,0,[],False,2,10,"<351, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
AbyssSummonAbyssCrystalPillar,False,[],1f,0f,,4,[],[],False,0,[],False,2,970,"<352, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
BestiarySpiderPlateSpiritBossSummon,False,[],1f,0f,,4,[],[],False,0,[],False,2,1300,"<351, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
BetrayalModSummonCorpseVineDaemon,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<352, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
FireTailSpark,False,[],2f,0.045f,,4,[],[],False,0,[],False,2,1000,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
LightningIncursionSpark,False,[],2.25f,0.045f,,4,[],[],False,0,[],False,2,1000,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
DelveDwellerSpark,False,[],0.9f,0.045f,,4,[],[],False,0,[],False,2,1000,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
LightningIncursionSparkEpic,False,[],2.25f,0.045f,,4,[],[],False,0,[],False,2,1000,"<69, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TriggerCharge1,False,[],1f,0f,,4,[],[],False,0,[],False,2,500,"<884, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TriggerCharge2,False,[],1f,0f,,4,[],[],False,0,[],False,2,500,"<884, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TriggerCharge3,False,[],1f,0f,,4,[],[],False,0,[],False,2,500,"<884, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
TriggeredFireOrbs,False,[],1.5f,0.03f,,4,[],[],False,0,[],False,2,1000,"<671, 0>",False,False,[],"<null, null>","<29, 0>",False,[],<null>
SupportDecay,True,"[6, 0]",1.335f,0.0458f,D,3,[],[],False,153063788,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportEfficacy,True,"[6, 0, 0, 0, 48, 0]",1f,0f,a,3,[],[],False,2795990092,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportDebilitate,True,"[6, 0]",1f,0f,e,2,[],[],False,2834688748,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportMaim,True,"[0, 0]",1f,0f,m,1,[],[],False,1243416714,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportMaimRoyale,True,"[0, 0]",1f,0f,m,1,[],[],False,1128806619,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportImmolation,True,"[6, 0]",0.8889f,0.034f,m,3,[],[],False,1565476353,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportAilments,True,"[6, 0, 0]",1f,0f,U,3,[],[],False,1599834630,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
SupportBrutality,True,"[6, 0, 0]",1f,0f,U,1,[],[],False,3869346801,[],False,2,1000,"<null, null>",False,False,[],"<null, null>","<null, null>",False,[],<null>
GarukhanComboAttack,False,[],1f,0f,,4,[],[],False,0,[],False,2,3286,"<891, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
EmptyActionSpell,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
EmptyActionSpellDaemon,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellYugul,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellGarukhan,False,[],1f,0f,,4,[],[],False,0,[],False,2,1770,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellGarukhanTornadoes,False,[],1f,0f,,4,[],[],False,0,[],False,2,1770,"<887, 0>",False,False,[],"<24, 0>","<null, null>",False,[],<null>
EmptyActionSpellGarukhanMinions,False,[],1f,0f,,4,[],[],False,0,[],False,2,1770,"<887, 0>",False,False,[],"<25, 0>","<null, null>",False,[],<null>
EmptyActionSpellGarukhanMinions2,False,[],1f,0f,,4,[],[],False,0,[],False,2,1770,"<887, 0>",False,False,[],"<25, 0>","<null, null>",False,[],<null>
EmptyActionSpellAxisCasterArcticArmour,False,[],1f,0f,,4,[],[],False,0,[],False,2,1200,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellAsixCasterFlameEnrage,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellAxisBossLunaris,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellLunarisSolaris,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellBlackguardZombie,False,[],1f,0f,,4,[],[],False,0,[],False,2,1500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellAvatar,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellBasilisk,False,[],1f,0f,,4,[],[],False,0,[],False,2,5000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellDelveStoneGaze,False,[],1f,0f,,4,[],[],False,0,[],False,2,5000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellStoneGazeStatue,False,[],1f,0f,,4,[],[],False,0,[],False,2,5000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellPetrificationStatue,False,[],1f,0f,,4,[],[],False,0,[],False,2,5000,"<1010, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellDusk,False,[],1f,0f,,4,[],[],False,0,[],False,2,2300,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellBoulderdash,False,[],1f,0f,,4,[],[],False,0,[],False,2,3000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellDoedreCursePillar,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<22, 0>","<null, null>",False,[],<null>
EmptyActionSpellDoedreCursePillarStandalone,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<22, 0>","<null, null>",False,[],<null>
EmptyActionSpellIzaroDaemon,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellShavronneTeleport,False,[],1f,0f,,4,[],[],False,0,[],False,2,900,"<887, 0>",False,False,[],"<38, 0>","<null, null>",False,[],<null>
EmptyActionSpellHarbingerBuffWeak,False,[],1f,0f,,4,[],[],False,0,[],False,2,500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellHarbingerBuffStrong,False,[],1f,0f,,4,[],[],False,0,[],False,2,500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellDropColdBeacon,False,[],1f,0f,,4,[],[],False,0,[],False,2,500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellOverseerKrowMap,False,[],1f,0f,,4,[],[],False,0,[],False,2,800,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellOverseerKrowMapSpawners,False,[],1f,0f,,4,[],[],False,0,[],False,2,2170,"<887, 0>",False,False,[],"<22, 0>","<null, null>",False,[],<null>
EmptyActionSpellDroolmaw,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellAbyssLichBoss1,False,[],1f,0f,,4,[],[],False,0,[],False,2,3850,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellVastiri1,False,[],1f,0f,,4,[],[],False,0,[],False,2,1500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellVastiri2,False,[],1f,0f,,4,[],[],False,0,[],False,2,1500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellVastiri3,False,[],1f,0f,,4,[],[],False,0,[],False,2,1500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellVastiri4,False,[],1f,0f,,4,[],[],False,0,[],False,2,1500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellVastiriDelayedBlast,False,[],1f,0f,,4,[],[],False,0,[],False,2,1500,"<887, 0>",False,False,[],"<22, 0>","<null, null>",False,[],<null>
EmptyActionSpellAbyssMonsterSpawnerTransitionParent,False,[],1f,0f,,4,[],[],False,0,[],False,2,30,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellAbyssMonsterSpawnerKillSelf,False,[],1f,0f,,4,[],[],False,0,[],False,2,30,"<887, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
EmptyActionSpellStatueMage,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellMatriarchZombieBoss,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellAbyssBoneStalkerStealth,False,[],1f,0f,,4,[],[],False,0,[],False,2,1000,"<887, 0>",False,False,[],"<null, null>","<null, null>",False,[],<null>
EmptyActionSpellAbyssBoneStalkerEpicSoulSpend,False,[],1f,0f,,4,[],[],False,0,[],False,2,4000,"<990, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
EmptyActionSpellProclamationBossSlam,False,[],1f,0f,,4,[],[],False,0,[],False,2,3500,"<887, 0>",False,False,[],"<23, 0>","<null, null>",False,[],<null>
